t_s,r_amp
2495.034,0.02093
2495.068,0.02228
2495.108,0.03005
2495.118,0.02358
2495.168,0.04443
2495.208,0.02156
2495.226,0.01613
2495.246,0.01496
2495.268,0.01411
2495.29,0.00597
2495.31,0.00319
2495.326,0.00323
2495.352,-0.0292
2495.41,0.02331
2495.47,0.03621
2495.514,0.36257
2495.59,0.11379
2495.61,0.11339
2495.67,0.05593
2495.69,0.05665
2495.712,0.04438
2495.748,0.01204
2495.772,0.01995
2495.792,0.03001
2495.852,-0.00108
2495.912,0.04771
2495.93,0.04816
2495.952,0.04461
2495.97,0.04906
2495.99,0.03225
2496.012,0.02763
2496.026,0.02606
2496.07,0.00719
2496.092,0.00746
2496.148,-0.01325
2496.174,-0.02736
2496.232,0.03037
2496.252,0.05193
2496.266,0.05054
2496.306,0.04551
2496.346,0.35682
2496.43,0.11496
2496.448,0.09744
2496.474,0.09362
2496.492,0.07808
2496.51,0.06307
2496.532,0.05624
2496.608,0.02511
2496.65,0.01995
2496.692,0.02893
2496.712,0.01473
2496.75,0.03482
2496.79,0.04115
2496.808,0.03468
2496.85,0.0186
2496.872,0.01779
2496.888,0.02102
2496.932,0.02044
2496.948,0.01146
2497.052,0.03877
2497.072,0.04191
2497.112,0.05094
2497.156,0.3176
2497.23,0.09223
2497.246,0.09092
2497.314,0.05198
2497.332,0.03836
2497.388,0.00494
2497.412,0.00535
2497.452,0.01855
2497.468,0.01298
2497.512,0.0327
2497.526,0.03037
2497.55,0.04955
2497.59,0.0469
2497.61,0.04322
2497.63,0.03971
2497.65,0.02475
2497.692,0.02498
2497.732,0.01608
2497.748,0.02183
2497.77,0.01599
2497.788,0.0124
2497.81,0.004
2497.834,-0.02907
2497.89,0.04052
2497.932,0.05193
2497.948,0.03252
2497.968,0.03706
2498.0,0.35862
2498.072,0.11918
2498.092,0.12291
2498.152,0.05782
2498.168,0.06406
2498.254,0.03315
2498.272,0.05557
2498.29,0.05247
2498.33,0.01828
2498.37,0.04456
2498.394,0.05009
2498.41,0.05467
2498.43,0.05633
2498.45,0.03738
2498.49,0.03023
2498.53,0.01905
2498.556,0.01496
2498.626,0.00031
2498.666,-4e-05
2498.688,-0.00265
2498.768,0.04721
2498.79,0.05602
2498.806,0.05427
2498.854,0.34375
2498.93,0.10732
2498.948,0.10135
2499.072,0.01289
2499.088,0.00988
2499.11,0.00692
2499.134,0.02412
2499.152,0.02444
2499.19,0.02579
2499.25,0.02718
2499.272,0.0341
2499.306,0.0221
2499.328,0.03576
2499.366,0.0341
2499.382,0.02902
2499.42,0.02331
2499.45,0.01756
2499.49,0.00521
2499.57,0.04497
2499.588,0.04057
2499.606,0.04236
2499.674,0.32668
2499.754,0.09232
2499.85,0.05094
2499.892,0.01577
2499.904,0.01622
2499.952,0.02031
2499.994,0.0168
2500.012,0.01671
2500.03,0.02048
2500.07,0.03158
2500.11,0.03365
2500.128,0.03221
2500.16,0.02008
2500.186,0.01415
2500.232,0.0093
2500.292,-0.00341
2500.31,-0.00449
2500.33,-0.03612
2500.388,0.02803
2500.426,0.02475
2500.448,0.0363
2500.494,0.38126
2500.57,0.12754
2500.588,0.11303
2500.606,0.09092
2500.63,0.07066
2500.654,0.06882
2500.712,0.04259
2500.768,0.06123
2500.79,0.05782
2500.848,0.00701
2500.872,0.01658
2500.928,0.03814
2500.948,0.03396
2500.97,0.03791
2500.988,0.01509
2501.008,0.019
2501.032,0.01923
2501.068,0.01851
2501.092,0.01366
2501.114,0.01783
2501.126,0.02053
2501.17,-0.00256
2501.226,0.04057
2501.248,0.04488
2501.268,0.04308
2501.334,0.30799
2501.414,0.08374
2501.488,0.06882
2501.53,0.03504
2501.61,0.01599
2501.628,0.03482
2501.65,0.03001
2501.672,0.02947
2501.688,0.03342
2501.71,0.03791
2501.75,0.03971
2501.768,0.03845
2501.81,0.03706
2501.828,0.03522
2501.866,0.0372
2501.886,0.03001
2501.908,0.01285
2502.012,0.03765
2502.032,0.03001
2502.054,0.03252
2502.072,0.03585
2502.108,0.33908
2502.188,0.10741
2502.272,0.06249
2502.308,0.02588
2502.354,0.01689
2502.41,0.01024
2502.458,0.02219
2502.528,0.05579
2502.568,0.03001
2502.59,0.02785
2502.606,0.01869
2502.652,-0.00827
2502.672,0.00341
2502.728,-0.00791
2502.75,-0.02057
2502.808,0.02273
2502.848,0.03742
2502.87,0.03913
2502.91,0.3743
2502.992,0.13661
2503.05,0.08212
2503.126,0.04986
2503.15,0.03329
2503.168,0.03989
2503.288,0.02394
2503.328,0.04497
2503.35,0.05207
2503.388,0.02929
2503.424,0.01918
2503.446,0.01945
2503.47,0.0243
2503.488,0.01927
2503.61,0.03756
2503.648,0.02893
2503.686,0.30902
2503.766,0.08252
2503.79,0.07012
2503.846,0.05207
2503.866,0.03504
2503.888,0.01873
2503.908,0.01541
2503.95,0.00458
2504.024,0.0146
2504.046,0.01851
2504.072,0.02264
2504.112,0.02331
2504.128,0.02677
2504.188,0.03014
2504.206,0.0257
2504.23,0.03158
2504.268,0.0146
2504.37,0.05072
2504.388,0.0535
2504.406,0.04852
2504.452,0.35561
2504.53,0.1128
2504.606,0.05611
2504.628,0.04654
2504.65,0.02983
2504.724,0.00907
2504.742,0.00678
2504.768,0.00539
2504.81,0.00085
2504.844,0.01743
2504.886,0.03203
2504.912,0.03324
2504.926,0.02561
2504.988,0.01325
2505.03,0.02107
2505.084,-0.03086
2505.154,0.0487
2505.19,0.04609
2505.206,0.04384
2505.246,0.3822
2505.33,0.13108
2505.486,0.03338
2505.532,0.04048
2505.564,0.01469
2505.586,0.01819
2505.612,0.00988
2505.686,0.02525
2505.708,0.03037
2505.748,0.02394
2505.806,0.02138
2505.932,0.04874
2505.97,0.03037
2506.018,0.28854
2506.106,0.09474
2506.128,0.08787
2506.186,0.06424
2506.206,0.04057
2506.25,0.01002
2506.266,0.00975
2506.288,0.00148
2506.33,0.02102
2506.37,0.03199
2506.428,0.04331
2506.45,0.04191
2506.486,0.03598
2506.526,0.03482
2506.552,0.03216
2506.566,0.04456
2506.588,0.03086
2506.624,-0.01303
2506.688,0.04474
2506.71,0.0442
2506.728,0.0403
2506.748,0.04384
2506.788,0.35435
2506.868,0.11613
2506.926,0.04555
2506.95,0.05269
2506.966,0.04632
2506.988,0.02938
2507.028,0.02933
2507.068,0.0265
2507.164,0.0212
2507.188,0.0305
2507.244,0.02372
2507.264,0.01262
2507.306,0.01833
2507.328,0.02179
2507.368,0.01707
2507.384,0.00813
2507.404,0.01424
2507.506,0.04609
2507.528,0.04344
2507.572,0.0509
2507.602,0.37578
2507.688,0.11532
2507.708,0.10701
2507.75,0.08809
2507.826,0.03432
2507.846,0.03086
2507.868,0.04676
2507.886,0.04124
2507.986,0.04582
2508.026,0.03482
2508.044,0.0323
2508.068,0.03149
2508.086,0.03266
2508.106,0.02641
2508.166,0.02534
2508.184,0.01698
2508.286,0.02987
2508.304,0.02862
2508.332,0.03216
2508.382,0.3132
2508.486,0.08356
2508.548,0.0584
2508.606,-0.00445
2508.628,-0.00916
2508.69,0.01181
2508.706,0.01721
2508.726,0.02929
2508.768,0.02839
2508.79,0.03756
2508.804,0.03181
2508.826,0.04402
2508.844,0.04438
2508.906,0.02282
2508.946,0.01276
2508.97,0.0106
2509.002,-0.02965
2509.086,0.04097
2509.124,0.02269
2509.17,0.35103
2509.246,0.11869
2509.268,0.11105
2509.304,0.07003
2509.328,0.0717
2509.366,0.04959
2509.384,0.03832
2509.448,0.04106
2509.482,0.01455
2509.546,0.04829
2509.568,0.04384
2509.588,0.0566
2509.628,0.03953
2509.682,0.03239
2509.706,0.02031
2509.766,0.00557
2509.784,0.01038
2509.806,-0.0239
2509.888,0.04115
2509.906,0.04021
2509.92,0.03765
2509.942,0.04196
2509.978,0.32803
2510.048,0.11496
2510.064,0.1128
2510.162,0.03324
2510.208,0.01101
2510.266,0.01168
2510.286,0.01011
2510.31,0.01756
2510.328,0.02084
2510.364,0.02588
2510.426,0.04632
2510.446,0.02462
2510.466,0.02331
2510.484,0.02848
2510.524,0.02318
2510.548,0.01959
2510.566,0.02516
2510.59,-0.00126
2510.668,0.04955
2510.688,0.03648
2510.706,0.04977
2510.724,0.04995
2510.76,0.31536
2510.828,0.09937
2510.908,0.0584
2510.928,0.04546
2510.968,0.00818
2511.088,0.02462
2511.11,0.02713
2511.128,0.02287
2511.148,0.03594
2511.168,0.02516
2511.2,0.03028
2511.246,0.02893
2511.284,0.02686
2511.346,-0.00031
2511.446,0.03473
2511.468,0.02331
2511.488,0.02331
2511.506,0.02408
2511.546,0.37861
2511.628,0.12718
2511.662,0.08212
2511.684,0.07026
2511.71,0.05517
2511.768,0.00606
2511.806,0.02048
2511.828,0.03482
2511.888,0.00692
2511.904,0.02444
2511.984,0.05782
2512.022,0.04533
2512.046,0.03136
2512.088,0.02462
2512.106,0.02273
2512.124,0.01653
2512.146,0.0137
2512.166,0.01887
2512.184,0.00292
2512.2,0.00081
2512.224,-0.01855
2512.288,0.0509
2512.324,0.04982
2512.346,0.05207
2512.388,0.35561
2512.472,0.12682
2512.524,0.0947
2512.664,0.02282
2512.682,0.027
2512.784,0.04304
2512.824,0.04964
2512.844,0.04623
2512.884,0.0336
2512.908,0.03562
2512.92,0.02296
2512.944,0.01756
2512.966,0.01635
2513.068,0.04977
2513.084,0.04097
2513.126,0.03419
2513.152,0.28625
2513.224,0.09119
2513.258,0.05193
2513.304,0.05359
2513.324,0.0442
2513.342,0.02291
2513.366,0.0115
2513.446,0.02174
2513.486,0.01276
2513.504,0.01527
2513.546,0.02592
2513.564,0.02408
2513.584,0.03504
2513.602,0.03747
2513.62,0.03652
2513.64,0.03913
2513.662,0.03288
2513.686,0.02412
2513.704,0.01756
2513.726,0.01518
2513.746,0.02862
2513.762,0.02444
2513.862,0.03082
2513.904,0.02659
2513.922,0.0257
2513.96,0.36136
2514.032,0.11707
2514.064,0.09277
2514.084,0.069
2514.12,0.10853
2514.16,0.06896
2514.222,0.0469
2514.306,0.0115
2514.326,0.02219
2514.344,0.02826
2514.362,0.03324
2514.386,0.03437
2514.424,0.0261
2514.506,0.01923
2514.54,-0.00036
2514.566,0.00094
2514.642,0.02448
2514.684,0.55614
2514.754,0.65174
2514.826,0.1964
2514.962,0.02075
2515.024,-0.01074
2515.08,-0.05287
2515.106,-0.06469
2515.128,-0.06217
2515.202,-0.05732
2515.222,-0.05337
2515.24,-0.0584
2515.284,-0.05368
2515.306,-0.04151
2515.444,-0.02013
2515.484,-0.01851
2515.524,0.29725
2515.606,0.04119
2515.642,0.02763
2515.668,0.01545
2515.782,0.00314
2515.804,0.01002
2515.824,0.01995
2515.844,0.00112
2515.86,0.0093
2515.884,0.00723
2515.902,0.01096
2515.926,0.01168
2515.982,0.01887
2516.006,0.01352
2516.02,0.00472
2516.042,0.00633
2516.102,0.00031
2516.146,-0.05121
2516.206,0.00925
2516.246,0.02583
2516.258,0.01756
2516.282,0.03347
2516.31,0.37142
2516.384,0.12313
2516.402,0.1186
2516.482,0.05207
2516.524,0.0221
2516.58,0.04295
2516.622,0.02758
2516.682,0.01649
2516.724,0.0319
2516.738,0.04384
2516.764,0.02736
2516.784,0.02579
2516.802,0.02331
2516.818,0.02084
2516.844,0.0239
2516.866,0.01644
2516.884,0.01348
2516.938,-0.02664
2517.006,0.04205
2517.024,0.04407
2517.064,0.04169
2517.104,0.33836
2517.186,0.10332
2517.198,0.09775
2517.22,0.08481
2517.242,0.06756
2517.322,0.02138
2517.364,0.0221
2517.38,0.02682
2517.402,0.02835
2517.418,0.01172
2517.484,0.03077
2517.506,0.03333
2517.522,0.02323
2517.582,0.02987
2517.604,0.03684
2517.664,0.02251
2517.724,-0.01455
2517.782,0.03338
2517.818,0.03234
2517.84,0.03396
2517.86,0.03378
2517.89,0.33957
2517.964,0.10993
2518.104,0.01635
2518.124,0.01599
2518.178,0.02579
2518.22,0.01887
2518.24,0.02561
2518.262,0.0212
2518.282,0.03648
2518.38,0.03243
2518.418,0.01563
2518.444,0.00584
2518.466,0.00449
2518.516,-0.02722
2518.598,0.04083
2518.62,0.04115
2518.644,0.04155
2518.682,0.37722
2518.766,0.12812
2518.8,0.0898
2518.822,0.07601
2518.844,0.06002
2518.92,0.02619
2518.962,0.04537
2518.982,0.04389
2519.042,0.03899
2519.062,0.04057
2519.1,0.04402
2519.118,0.04358
2519.14,0.0336
2519.202,0.01455
2519.22,0.01438
2519.264,0.0009
2519.278,-0.00148
2519.38,0.05409
2519.396,0.04703
2519.44,0.0345
2519.478,0.34231
2519.558,0.10781
2519.58,0.09883
2519.618,0.069
2519.64,0.05427
2519.722,0.00728
2519.758,0.02606
2519.798,0.00521
2519.82,0.01725
2519.834,0.01999
2519.854,0.01837
2519.88,0.02098
2519.904,0.01995
2519.942,0.0261
2519.982,0.03311
2520.004,0.03037
2520.022,0.03001
2520.04,0.02641
2520.078,-0.0208
2520.156,0.0336
2520.242,0.32398
2520.32,0.09115
2520.398,0.05768
2520.442,0.02246
2520.522,0.01905
2520.542,0.01181
2520.58,0.02848
2520.616,0.03374
2520.66,0.04402
2520.68,0.04025
2520.722,0.02987
2520.738,0.04151
2520.782,0.02376
2520.82,0.02053
2520.836,0.01366
2520.86,0.01572
2520.942,0.04317
2521.0,0.04092
2521.02,0.0372
2521.046,0.36963
2521.122,0.12237
2521.14,0.11734
2521.198,0.07107
2521.24,0.05121
2521.26,0.03145
2521.302,0.03401
2521.318,0.03791
2521.404,0.02201
2521.422,0.00723
2521.438,0.02785
2521.462,0.02907
2521.484,0.02848
2521.5,0.02659
2521.534,0.02138
2521.558,0.02426
2521.602,0.02592
2521.62,0.03109
2521.72,0.0487
2521.76,0.05534
2521.818,0.31486
2521.902,0.1057
2521.958,0.06604
2521.978,0.05018
2521.996,0.03971
2522.018,0.02057
2522.042,0.01851
2522.084,0.02466
2522.12,0.01554
2522.184,0.00031
2522.238,0.01622
2522.3,0.03041
2522.324,0.01132
2522.34,0.02516
2522.36,0.02439
2522.5,0.05049
2522.52,0.04223
2522.556,0.04137
2522.598,0.36423
2522.664,0.09295
2522.684,0.0956
2522.738,0.06743
2522.758,0.06828
2522.816,0.00845
2522.84,0.00638
2522.864,0.02462
2522.876,0.02659
2522.92,-0.00193
2522.978,0.02978
2523.004,0.03742
2523.036,0.03994
2523.058,0.03378
2523.078,0.01617
2523.138,0.02246
2523.156,0.02331
2523.172,0.02511
2523.22,0.01676
2523.3,0.03419
2523.334,0.04281
2523.36,0.05445
2523.38,0.05126
2523.408,0.38688
2523.498,0.12489
2523.558,0.07331
2523.64,0.03751
2523.698,0.05755
2523.762,0.01424
2523.776,0.02174
2523.82,0.03378
2523.86,0.0243
2523.88,0.01649
2523.896,0.01455
2523.918,0.01473
2523.936,0.00571
2523.96,0.00571
2523.978,0.0106
2523.994,0.00031
2524.104,0.04942
2524.116,0.05265
2524.136,0.05323
2524.16,0.05409
2524.19,0.32115
2524.27,0.09654
2524.32,0.06568
2524.34,0.0637
2524.418,0.008
2524.46,0.02439
2524.476,0.03199
2524.498,0.01851
2524.514,0.02004
2524.54,0.02426
2524.56,0.02412
2524.578,0.03167
2524.638,0.02987
2524.698,0.03122
2524.718,0.03774
2524.758,0.02228
2524.816,-0.01855
2524.878,0.04151
2524.898,0.03679
2524.92,0.04079
2524.952,0.04277
2524.988,0.3314
2525.078,0.11015
2525.138,0.05207
2525.178,0.02686
2525.198,0.02623
2525.276,0.02835
2525.296,0.02219
2525.378,0.02435
2525.398,0.0239
2525.414,0.02318
2525.442,0.02803
2525.5,0.0159
2525.52,0.01581
2525.54,0.01756
2525.554,0.0239
2525.578,0.01756
2525.678,0.04483
2525.716,0.0469
2525.776,0.37771
2525.864,0.1301
2525.876,0.12349
2525.918,0.08823
2526.038,0.042
2526.056,0.0403
2526.18,0.02929
2526.196,0.02179
2526.216,0.03311
2526.318,0.00377
2526.358,0.00642
2526.4,0.02471
2526.518,0.04942
2526.532,0.03216
2526.6,0.32434
2526.676,0.10799
2526.756,0.06352
2526.842,0.01505
2526.854,0.01496
2526.878,0.01438
2526.918,0.0358
2526.998,0.04119
2527.018,0.04214
2527.06,0.03109
2527.078,0.05166
2527.118,0.02907
2527.154,0.01896
2527.174,0.01226
2527.276,0.03576
2527.294,0.03562
2527.34,0.03136
2527.374,0.35435
2527.458,0.1026
2527.494,0.06994
2527.636,0.02498
2527.674,0.01968
2527.758,0.03203
2527.794,0.03005
2527.834,0.02857
2527.858,0.02641
2527.874,0.02942
2527.912,0.01181
2527.958,0.00332
2527.978,-0.00018
2527.998,-4e-05
2528.076,0.03181
2528.116,0.04744
2528.156,0.04852
2528.186,0.38238
2528.276,0.12524
2528.338,0.06707
2528.438,0.03594
2528.474,0.04834
2528.538,0.0208
2528.558,0.01873
2528.576,0.02983
2528.62,0.0425
2528.638,0.03742
2528.698,0.02484
2528.716,0.02462
2528.736,0.02951
2528.776,0.02516
2528.798,0.0133
2528.918,0.0531
2528.938,0.05242
2528.956,0.04708
2528.978,0.04043
2529.016,0.32668
2529.094,0.10171
2529.136,0.06101
2529.16,0.04883
2529.174,0.0518
2529.258,0.01069
2529.3,0.0279
2529.334,0.0221
2529.374,0.02695
2529.418,0.02318
2529.436,0.04411
2529.454,0.03747
2529.476,0.03482
2529.492,0.04169
2529.52,0.03324
2529.558,0.03149
2529.596,0.00274
2529.696,0.04223
2529.73,0.03926
2529.79,0.34564
2529.86,0.10162
2529.954,0.04726
2530.04,0.01514
2530.078,0.02331
2530.114,0.00809
2530.178,0.04115
2530.214,0.03985
2530.234,0.04259
2530.274,0.03288
2530.296,0.03827
2530.334,0.02475
2530.356,0.02331
2530.376,0.01725
2530.396,0.0106
2530.416,0.00557
2530.516,0.04551
2530.536,0.0478
2530.576,0.04353
2530.61,0.38184
2530.692,0.12057
2530.754,0.08504
2530.776,0.07578
2530.794,0.06415
2530.854,0.03306
2530.874,0.02426
2530.894,0.03037
2530.974,0.01509
2531.032,0.03181
2531.074,0.0398
2531.09,0.02183
2531.132,0.01927
2531.154,0.0146
2531.194,0.02053
2531.216,-0.00049
2531.294,0.04632
2531.38,0.31082
2531.454,0.09218
2531.474,0.09807
2531.534,0.06199
2531.596,0.01455
2531.634,0.00755
2531.656,0.01941
2531.696,0.02111
2531.716,0.02426
2531.772,0.0301
2531.792,0.02525
2531.816,0.0283
2531.834,0.02264
2531.856,0.02183
2531.89,0.02381
2531.912,0.02835
2531.94,0.02983
2531.974,0.02224
2532.076,0.04245
2532.094,0.04281
2532.158,0.35494
2532.234,0.10525
2532.294,0.06469
2532.326,0.05642
2532.352,0.03432
2532.37,0.01887
2532.44,0.01038
2532.476,-0.00593
2532.534,0.01707
2532.556,0.02907
2532.576,0.03181
2532.634,0.02727
2532.656,0.02439
2532.692,0.02017
2532.716,0.01325
2532.732,0.01959
2532.752,0.023
2532.854,0.04762
2532.874,0.04605
2532.892,0.05013
2532.918,0.05768
2532.954,0.36316
2533.034,0.13463
2533.054,0.11936
2533.094,0.08428
2533.116,0.08333
2533.154,0.04438
2533.172,0.03482
2533.21,0.02758
2533.246,0.04811
2533.33,0.03859
2533.374,0.03827
2533.39,0.04573
2533.416,0.03603
2533.472,0.02893
2533.494,0.02498
2533.51,0.02561
2533.55,-0.00364
2533.632,0.04241
2533.658,0.04672
2533.714,0.30875
2533.79,0.10498
2533.838,0.06312
2533.854,0.05193
2533.87,0.04816
2533.888,0.03221
2533.932,0.00031
2533.95,0.00669
2533.97,0.01146
2534.014,0.01644
2534.038,0.01217
2534.072,0.01788
2534.112,0.02264
2534.172,0.03145
2534.234,0.03324
2534.314,-0.01119
2534.394,0.04632
2534.432,0.03432
2534.478,0.35206
2534.572,0.11882
2534.594,0.07583
2534.626,0.06285
2534.656,0.06271
2534.716,0.01069
2534.756,0.02448
2534.79,0.00705
2534.814,0.00503
2534.838,0.01038
2534.892,0.03971
2534.916,0.03827
2534.93,0.02749
2534.954,0.02412
2534.97,0.01473
2535.014,0.01424
2535.03,0.02048
2535.084,-0.0119
2535.116,-0.03895
2535.154,0.05732
2535.212,0.05207
2535.25,0.36895
2535.332,0.12924
2535.352,0.11231
2535.408,0.06783
2535.454,0.05022
2535.472,0.02574
2535.536,0.0456
2535.588,0.01083
2535.618,0.01042
2535.63,0.02246
2535.654,0.03913
2535.672,0.02907
2535.692,0.02439
2535.736,0.02269
2535.754,0.02983
2535.772,0.04452
2535.786,0.02574
2535.81,0.01613
2535.846,-0.01312
2535.914,0.03747
2535.934,0.04057
2535.95,0.04358
2535.97,0.03765
2536.012,0.30871
2536.09,0.10422
2536.174,0.0681
2536.186,0.04708
2536.212,0.03522
2536.25,0.01604
2536.298,0.02331
2536.328,0.01721
2536.37,0.02763
2536.43,0.01927
2536.452,0.04384
2536.474,0.0279
2536.49,0.02628
2536.516,0.02641
2536.534,0.03234
2536.572,0.01581
2536.592,0.01599
2536.712,0.03827
2536.732,0.03288
2536.75,0.0305
2536.8,0.36567
2536.878,0.11626
2536.89,0.12008
2536.95,0.07277
2537.092,0.0403
2537.11,0.02426
2537.134,0.0106
2537.194,0.02821
2537.232,0.03562
2537.252,0.04214
2537.266,0.02309
2537.292,0.02713
2537.33,0.02228
2537.348,0.01756
2537.376,0.01788
2537.39,0.00606
2537.41,0.01649
2537.43,-0.01473
2537.53,0.04852
2537.606,0.36446
2537.674,0.11087
2537.692,0.12093
2537.752,0.07673
2537.888,0.01864
2537.912,0.01635
2537.952,0.00791
2537.97,0.00894
2538.01,0.03657
2538.032,0.03666
2538.052,0.03603
2538.07,0.03181
2538.114,0.03302
2538.15,0.02615
2538.17,0.02309
2538.212,0.01253
2538.232,0.02606
2538.248,0.02615
2538.272,-0.00449
2538.352,0.04879
2538.392,0.03711
2538.41,0.04515
2538.444,0.33162
2538.524,0.08104
2538.59,0.06815
2538.71,0.02156
2538.73,0.02942
2538.744,0.02516
2538.766,0.01015
2538.79,0.00741
2538.85,0.03001
2538.882,0.03738
2538.91,0.02174
2538.948,0.02907
2538.972,0.02498
2539.03,0.01896
2539.072,0.02093
2539.094,-0.01635
2539.172,0.04012
2539.208,0.04057
2539.228,0.04528
2539.256,0.37407
2539.33,0.1239
2539.352,0.10746
2539.392,0.07457
2539.432,0.065
2539.45,0.03814
2539.492,0.01168
2539.532,0.06235
2539.59,0.015
2539.626,0.03037
2539.67,0.04223
2539.69,0.054
2539.708,0.04079
2539.732,0.02749
2539.75,0.04079
2539.788,0.01213
2539.828,0.01505
2539.864,0.01442
2539.91,0.00633
2539.99,0.05314
2540.03,0.04115
2540.052,0.05409
2540.096,0.34388
2540.174,0.10458
2540.23,0.0721
2540.248,0.0584
2540.372,0.02875
2540.434,0.01011
2540.45,0.02188
2540.49,0.03949
2540.508,0.01622
2540.53,0.02983
2540.572,0.01905
2540.61,0.03437
2540.666,0.02044
2540.69,0.02502
2540.71,0.03738
2540.792,0.04411
2540.81,0.06208
2540.83,0.03845
2540.852,0.03899
2540.872,0.05067
2540.906,0.33535
2540.988,0.10427
2541.07,0.06846
2541.09,0.05076
2541.168,0.03001
2541.192,0.02785
2541.25,0.00288
2541.29,0.01743
2541.308,0.01393
2541.352,0.01977
2541.368,0.03324
2541.39,0.02898
2541.406,0.019
2541.43,0.0208
2541.45,0.02713
2541.508,0.01181
2541.528,0.01132
2541.548,0.00885
2541.65,0.03594
2541.658,0.03041
2541.69,0.03127
2541.748,0.38688
2541.828,0.12682
2541.872,0.08284
2541.912,0.08333
2541.952,0.05638
2541.968,0.03917
2541.99,0.02435
2542.008,0.04151
2542.03,0.04088
2542.048,0.0354
2542.09,0.00031
2542.1,-0.004
2542.168,0.03576
2542.208,0.02031
2542.248,0.01779
2542.292,0.02498
2542.304,0.0093
2542.334,0.00885
2542.372,0.00714
2542.388,-0.00912
2542.468,0.04802
2542.492,0.04632
2542.512,0.04366
2542.558,0.30947
2542.636,0.10602
2542.728,0.05054
2542.764,0.01491
2542.828,0.019
2542.848,0.00606
2542.87,0.01563
2542.93,0.03459
2542.97,0.05229
2542.986,0.05445
2543.046,0.06325
2543.074,0.05085
2543.086,0.04546
2543.13,0.03657
2543.228,0.04187
2543.25,0.04043
2543.266,0.04043
2543.324,0.3371
2543.408,0.09232
2543.43,0.08895
2543.466,0.05575
2543.49,0.04784
2543.506,0.04959
2543.566,0.01181
2543.584,0.01442
2543.608,0.02835
2543.67,0.01945
2543.692,0.03234
2543.706,0.03603
2543.714,0.03513
2543.752,0.03513
2543.788,0.03275
2543.806,0.02264
2543.832,0.02785
2543.848,0.02331
2543.866,0.01464
2543.89,0.01959
2544.014,0.02466
2544.026,0.03544
2544.068,0.02983
2544.098,0.37124
2544.182,0.12866
2544.204,0.10813
2544.23,0.08082
2544.25,0.07354
2544.268,0.08414
2544.288,0.04528
2544.31,0.02552
2544.326,0.01509
2544.352,0.00193
2544.366,0.00072
2544.392,0.00952
2544.45,-0.019
2544.49,-0.0031
2544.554,0.04632
2544.57,0.05301
2544.586,0.04919
2544.608,0.0358
2544.67,-0.00301
2544.766,0.00714
2544.808,0.02035
2544.83,0.02718
2544.864,0.28984
2544.95,0.10566
2544.97,0.08733
2544.986,0.06586
2545.09,-0.00867
2545.15,0.02192
2545.208,0.04762
2545.226,0.04106
2545.248,0.04119
2545.308,0.06357
2545.33,0.069
2545.354,0.07075
2545.368,0.05593
2545.45,0.08356
2545.464,0.08194
2545.49,0.07354
2545.56,0.28373
2545.652,0.09452
2545.69,0.06779
2545.71,0.05912
2545.812,0.01132
2545.828,0.01146
2545.868,0.03374
2545.908,0.03127
2545.97,0.01568
2545.992,0.02206
2546.052,0.04748
2546.084,0.04191
2546.134,-0.02093
2546.19,0.08005
2546.268,0.35309
2546.352,0.10979
2546.39,0.06577
2546.41,0.06433
2546.506,0.03194
2546.532,0.03329
2546.648,0.0124
2546.69,0.02224
2546.71,0.02866
2546.73,0.02327
2546.79,0.00665
2546.81,-0.00036
2546.848,-0.03248
2546.916,0.04007
2546.932,0.05251
2546.95,0.05108
2546.972,0.04223
2547.012,0.42079
2547.088,0.13967
2547.124,0.10368
2547.15,0.08751
2547.19,0.06446
2547.268,0.0221
2547.292,0.01716
2547.33,-0.01222
2547.392,0.01792
2547.408,0.0288
2547.452,0.02466
2547.492,-0.00211
2547.53,0.00845
2547.55,0.00921
2547.568,0.00777
2547.676,0.01397
2547.69,0.0164
2547.71,0.01923
2547.73,0.02188
2547.774,0.36361
2547.85,0.13603
2547.89,0.12529
2547.928,0.10094
2547.944,0.10898
2547.968,0.08158
2547.986,0.05418
2548.068,0.0336
2548.09,0.02907
2548.11,0.0128
2548.128,0.02174
2548.152,0.01959
2548.188,0.02704
2548.208,0.04331
2548.226,0.04057
2548.248,0.04097
2548.272,0.03809
2548.29,0.02969
2548.386,0.05647
2548.478,0.29721
2548.554,0.08522
2548.568,0.10301
2548.61,0.06145
2548.626,0.06397
2548.648,0.04632
2548.672,0.02799
2548.708,0.01244
2548.748,0.02138
2548.772,0.01581
2548.788,0.02192
2548.808,0.02893
2548.824,0.03221
2548.85,0.02606
2548.912,0.01411
2548.968,0.027
2548.99,0.03405
2549.028,-0.01312
2549.092,0.03769
2549.112,0.05395
2549.132,0.04551
2549.184,0.3486
2549.268,0.10206
2549.286,0.07493
2549.31,0.06631
2549.352,0.03756
2549.368,0.02754
2549.41,0.01011
2549.426,-0.00305
2549.448,0.01042
2549.47,0.01388
2549.53,0.00247
2549.568,0.00018
2549.592,0.00341
2549.648,0.01563
2549.688,4e-05
2549.708,0.00786
2549.734,0.03001
2549.768,-0.004
2549.828,0.07673
2549.85,0.08194
2549.87,0.06891
2549.93,0.33872
2550.014,0.10063
2550.07,0.09348
2550.11,0.05238
2550.132,0.05193
2550.186,0.03881
2550.232,0.03037
2550.27,0.02251
2550.29,0.03374
2550.316,0.01887
