t_s,r_amp
327.832,0.00571
327.852,0.01527
327.872,0.01599
327.97,0.0611
327.992,0.05912
328.014,0.05337
328.048,0.32767
328.134,0.09389
328.17,0.0562
328.214,0.06873
328.228,0.05027
328.25,0.03863
328.272,0.03221
328.312,0.06828
328.332,0.08176
328.414,-0.00795
328.43,0.00894
328.454,0.01074
328.472,0.01316
328.514,0.01172
328.53,0.00867
328.552,0.01168
328.572,0.01114
328.592,0.01222
328.612,0.01181
328.632,0.01289
328.652,0.01819
328.67,0.01505
328.69,0.01599
328.71,0.01833
328.732,-0.00934
328.814,0.05894
328.85,0.04582
328.886,0.28351
328.972,0.09218
328.99,0.07282
329.048,0.06613
329.07,0.05305
329.09,0.03711
329.112,0.01959
329.134,0.05063
329.17,0.07435
329.21,0.02264
329.234,0.00665
329.252,0.00202
329.274,0.00234
329.292,0.01065
329.312,0.00988
329.33,0.01208
329.352,0.01298
329.37,0.0142
329.41,0.01181
329.43,0.00238
329.454,0.00395
329.47,0.00764
329.494,0.01024
329.512,0.00485
329.534,-0.02349
329.596,0.03935
329.612,0.05517
329.632,0.05615
329.688,0.31212
329.772,0.09326
329.83,0.04223
329.852,0.05207
329.87,0.04048
329.932,0.03468
329.952,0.05629
329.974,0.0765
330.01,0.01613
330.032,-0.00485
330.052,-0.0102
330.07,-0.00022
330.088,0.00229
330.114,0.01442
330.132,0.02026
330.152,0.01473
330.192,0.00975
330.212,0.00876
330.23,0.00889
330.252,0.00737
330.292,-0.00216
330.308,-0.00827
330.332,-0.01828
330.39,0.05773
330.43,0.05782
330.45,0.0602
330.484,0.30907
330.556,0.10009
330.57,0.09838
330.59,0.07012
330.614,0.06177
330.636,0.05961
330.652,0.06271
330.672,0.03904
330.69,0.02767
330.752,0.07695
330.768,0.07098
330.81,0.01325
330.834,0.00018
330.854,0.00521
330.876,0.0146
330.892,0.02044
330.91,0.01855
330.93,0.02615
330.952,0.01083
330.976,0.00916
330.992,0.01177
331.012,0.01469
331.054,0.00737
331.072,0.00575
331.154,0.03158
331.174,0.05678
331.192,0.06163
331.216,0.05638
331.254,0.33485
331.296,-0.10494
331.332,0.10871
331.414,0.06092
331.43,0.05813
331.454,0.03666
331.472,0.01635
331.534,0.08131
331.552,0.06914
331.592,-0.00076
331.63,0.00454
331.654,0.01204
331.672,0.01455
331.694,0.01959
331.712,0.0137
331.734,0.02543
331.754,0.02538
331.776,0.02017
331.794,0.01801
331.812,0.02471
331.83,0.01756
331.852,0.01936
331.892,-0.01694
331.952,0.06141
331.974,0.05337
331.996,0.06092
332.012,0.05903
332.04,0.29357
332.114,0.09074
332.128,0.08153
332.174,0.02821
332.194,0.05184
332.21,0.05193
332.254,0.00606
332.274,-0.01119
332.316,0.05157
332.332,0.05314
332.352,0.03482
332.374,0.0137
332.394,0.00261
332.414,0.00162
332.434,0.0106
332.452,0.01815
332.492,0.02974
332.51,0.02457
332.536,0.02835
332.554,0.03199
332.574,0.02179
332.61,-0.00939
332.634,-0.05395
332.674,0.05481
332.692,0.06132
332.732,0.04959
332.764,0.17017
332.796,-0.0102
332.81,-0.02013
332.834,0.0451
332.854,0.06271
332.874,0.04919
332.894,0.03886
332.916,0.03899
332.932,0.03522
332.974,0.0088
332.992,0.00562
333.014,0.01348
333.034,0.03576
333.056,0.04977
333.072,0.04991
333.094,0.0478
333.116,0.05499
333.152,0.04874
333.174,0.0562
333.198,0.03863
333.234,0.04259
333.252,0.04119
333.352,0.06074
333.376,0.05503
333.394,0.0473
333.41,0.04919
333.434,0.10786
333.47,0.13571
333.516,0.02466
333.532,0.03005
333.552,0.00117
333.594,0.02763
333.612,0.01927
333.632,0.00863
333.652,-0.0084
333.734,0.04546
333.752,0.05139
333.794,0.02089
333.834,-0.00193
333.894,0.00126
333.914,0.02107
333.936,0.01042
334.052,0.04632
334.076,0.05108
334.096,0.0376
334.134,0.12237
334.166,0.07641
334.214,0.00606
334.236,-0.0009
334.272,-0.0097
334.336,-0.02367
334.432,0.04479
334.476,0.02902
334.516,0.02749
334.532,0.03216
334.554,0.03868
334.596,0.03234
334.634,0.04402
334.652,0.03401
334.676,0.04115
334.756,0.07098
334.774,0.08625
334.798,0.09003
334.834,0.07709
334.86,0.21424
334.892,0.06087
334.952,0.08715
334.99,0.10422
335.054,0.0451
335.076,0.0823
335.094,0.13675
335.114,0.14119
335.174,0.06855
335.194,0.05305
335.234,0.03014
335.274,0.00256
335.3,0.00463
335.318,0.00795
335.336,-0.00054
335.356,0.01312
335.394,0.00081
335.414,-0.00148
335.454,-0.03917
335.536,-0.06163
335.556,-0.0465
335.576,-0.02354
335.614,0.17897
335.654,-0.06159
335.698,0.00234
335.736,-0.00858
335.772,-0.00225
335.902,0.05031
335.994,0.02462
336.034,0.02583
336.092,0.00822
336.114,0.01181
336.136,0.00966
336.16,-0.00184
336.174,0.00288
336.216,0.00997
336.296,0.04187
336.336,0.05665
336.374,0.04164
336.398,0.27938
336.438,-0.05858
336.48,0.07188
336.556,0.04726
336.598,0.03118
336.656,0.05782
336.696,0.06882
336.712,0.03073
336.736,0.00013
336.794,0.01496
336.814,0.01545
336.916,0.02031
336.934,0.02331
336.974,0.0208
336.996,0.01285
337.014,0.01891
337.118,0.04569
337.136,0.05054
337.156,0.05674
337.174,0.04366
337.208,0.32843
337.292,0.09339
337.418,0.02444
337.478,0.07511
337.598,0.01473
337.616,0.01518
337.638,0.02965
337.656,0.01635
337.678,0.01433
337.692,0.01042
337.716,0.01887
337.738,0.01941
337.756,0.02839
337.778,0.02093
337.836,0.01159
337.874,-0.0221
337.936,0.03468
337.978,0.0323
338.032,0.34281
338.118,0.09964
338.156,0.08068
338.196,0.08504
338.214,0.07821
338.296,0.06114
338.318,0.0473
338.378,-0.04627
338.396,-0.04726
338.46,0.10296
338.478,0.10081
338.516,0.03702
338.598,-0.06321
338.636,-0.07183
338.718,-0.07493
338.736,-0.06294
338.756,-0.05292
338.776,-0.06208
338.816,0.27807
338.858,-0.15876
338.896,0.02331
338.938,-0.00903
338.98,0.02875
338.996,0.03181
339.014,0.01869
339.04,0.00562
339.08,0.04322
339.098,0.07507
339.116,0.05948
339.158,0.0
339.18,0.01406
339.2,0.03181
339.218,0.0403
339.238,0.05674
339.258,0.05746
339.276,0.04739
339.3,0.04124
339.318,0.04906
339.36,0.03073
339.378,0.03297
339.396,0.02942
339.414,0.00463
339.478,0.09079
339.496,0.09658
339.52,0.0942
339.532,0.09411
339.568,0.42353
339.638,0.14371
339.656,0.14591
339.678,0.09973
339.698,0.0765
339.716,0.07318
339.738,0.07291
339.756,0.06765
339.858,0.11666
339.978,0.18571
340.078,-0.04209
340.098,-0.03455
340.132,-0.0336
340.238,0.01833
340.278,0.03383
340.314,0.37322
340.398,0.0726
340.48,-0.02767
340.498,-0.02781
340.52,-0.02098
340.558,0.03531
340.598,0.05894
340.658,-0.01779
340.684,-0.00409
340.696,-0.01312
340.758,0.04892
340.778,0.02727
340.8,0.01599
340.816,0.01469
340.858,-0.01119
340.874,-0.0252
340.896,-0.04384
340.958,0.06038
340.978,0.08068
341.018,0.10764
341.044,0.36873
341.116,0.16586
341.176,0.10045
341.2,0.11091
341.218,0.10382
341.23,0.08082
341.314,0.12848
341.418,0.03396
341.436,0.04151
341.476,0.07583
341.5,0.08122
341.518,0.0916
341.54,0.09317
341.556,0.08796
341.594,0.05552
341.658,0.111
341.75,0.86202
341.786,0.3729
341.816,0.27493
341.898,0.02376
342.02,-0.06181
342.058,-0.10274
342.078,-0.08643
342.16,-0.0093
342.174,-0.0142
342.242,0.04151
342.26,0.04519
342.276,0.04843
342.296,0.02835
342.318,-0.01896
342.36,0.10512
342.378,0.111
342.416,0.08068
342.45,0.42317
342.518,0.1358
342.536,0.14896
342.558,0.13257
342.578,0.10588
342.598,0.09506
342.618,0.08131
342.642,0.08607
342.656,0.09762
342.678,0.09218
342.7,0.10206
342.716,0.1062
342.736,0.10593
342.8,0.0124
342.82,0.01433
342.838,0.0212
342.858,0.02619
342.88,0.02727
342.898,0.0283
342.938,0.01941
342.958,0.02282
342.978,0.00162
343.04,0.03082
343.056,0.03266
343.076,0.02044
343.098,0.01712
343.132,0.27704
343.162,-0.21981
343.218,0.01613
343.238,0.01635
343.254,0.00629
343.276,0.00395
343.32,-0.00481
343.398,0.01172
343.498,-0.02808
343.536,-0.02534
343.558,-0.03432
343.598,-0.02102
343.618,-0.01451
343.72,0.04331
343.738,0.03809
343.806,0.3592
343.878,0.08428
343.918,0.07372
343.976,0.04151
344.02,0.02471
344.076,0.10669
344.176,-0.03863
344.218,-0.04277
344.298,-0.01204
344.398,0.04407
344.418,0.04519
344.438,0.0398
344.48,0.26001
344.512,-0.09384
344.524,-0.08818
344.56,0.04331
344.638,-0.01487
344.698,-0.03324
344.762,-0.00768
344.916,0.01294
344.938,0.03014
344.956,0.03702
345.058,0.06981
345.082,0.06994
345.144,0.33728
345.184,-0.0487
345.22,0.08499
345.238,0.1044
345.258,0.0832
345.298,0.08131
345.318,0.08082
345.338,0.06837
345.358,0.07421
345.38,0.05373
345.398,0.06136
345.416,0.05948
345.498,-0.04703
345.578,-0.05382
345.652,0.03711
345.68,0.01815
345.7,0.07282
345.718,0.07614
345.802,0.33813
345.844,-0.08374
345.896,0.13728
345.934,0.10835
345.958,0.1026
346.018,0.03724
346.062,0.05054
346.18,-0.02102
346.198,-0.02871
346.24,-0.00759
346.298,-0.12659
346.32,-0.10786
346.42,0.11051
346.438,0.10701
346.476,0.45893
346.516,-0.06213
346.542,0.10494
346.558,0.11518
346.6,0.06271
346.618,0.06514
346.64,0.06828
346.662,0.0836
346.68,0.0911
346.702,0.08935
346.718,0.08526
346.738,0.07147
346.76,0.06527
346.84,-0.03037
346.858,-0.05728
346.88,-0.05121
346.9,-0.0531
346.918,-0.07561
346.938,-0.07026
346.982,-0.00858
346.998,0.00413
347.02,-0.0142
347.098,0.01545
347.118,0.03329
347.14,0.03221
347.18,0.28203
347.222,-0.10786
347.26,-0.0372
347.28,-0.02044
347.302,-0.02363
347.322,0.02902
347.34,0.07134
347.358,0.07048
347.38,0.05606
347.398,0.04025
347.422,0.05337
347.44,0.09227
347.458,0.10197
347.476,0.08935
347.498,0.09016
347.52,0.0765
347.582,-0.08535
347.604,-0.07084
347.62,-0.0367
347.642,-0.00265
347.658,-0.00544
347.678,-0.03095
347.7,-0.08284
347.742,0.05624
347.76,0.07385
347.78,0.0717
347.798,0.06464
347.824,0.1637
347.86,0.14645
347.902,-0.00265
347.92,0.01181
347.938,-0.00916
347.962,-0.00988
347.978,-0.04331
348.0,-0.07776
348.02,-0.08886
348.04,-0.09074
348.122,0.0633
348.16,0.12489
348.222,0.01312
348.24,0.01042
348.258,0.02983
348.28,0.04012
348.302,0.03374
348.38,0.1274
348.402,0.16082
348.42,0.15112
348.458,0.24299
348.492,0.17834
348.542,0.08607
348.6,-0.01509
348.62,0.00382
348.64,0.01024
348.66,0.01312
348.68,0.0088
348.7,0.01581
348.74,0.08481
348.762,0.07727
348.78,0.06932
348.8,0.06271
348.82,0.02516
348.838,0.01891
348.86,0.01181
348.884,0.01033
348.9,0.02498
348.92,0.02044
348.94,0.01572
349.04,0.13032
349.062,0.1274
349.08,0.12237
349.098,0.09232
349.122,0.24743
349.158,0.10377
349.202,0.0345
349.22,0.02125
349.24,-0.00647
349.26,-0.01168
349.28,-0.00211
349.302,0.00557
349.338,-0.01599
349.36,0.00216
349.4,0.05058
349.42,0.04762
349.44,0.0142
349.46,-0.00067
349.48,-0.01155
349.498,-0.02008
349.52,-0.01119
349.542,-0.008
349.56,-0.00301
349.582,0.01024
349.6,0.01743
349.62,0.02331
349.682,-0.02161
349.7,0.03886
349.718,0.04335
349.74,0.02592
349.76,0.00606
349.8,0.2239
349.84,0.05534
349.882,0.1048
349.92,0.03976
349.94,0.03014
349.96,0.04582
349.98,0.04007
350.0,0.02857
350.016,0.00418
350.06,0.06352
350.08,0.08755
350.1,0.07929
350.142,0.0588
350.16,0.05894
350.182,0.04942
350.2,0.05341
350.222,0.0478
350.24,0.03841
350.258,0.03482
350.282,0.02713
350.3,0.00831
350.318,-0.00256
350.342,-0.04497
350.404,0.04299
350.42,0.05135
350.442,0.06285
350.46,0.07242
350.5,0.33526
350.538,0.04335
350.58,0.06159
350.602,0.04474
350.622,0.01779
350.64,0.02394
350.66,0.02763
350.68,0.02057
350.7,0.02646
350.722,0.02754
350.744,0.05925
350.762,0.09416
350.778,0.0995
350.798,0.0628
350.84,-0.00319
350.86,-0.004
350.88,-0.00665
350.902,-0.00863
350.92,-0.00773
350.94,0.00162
350.962,0.01752
350.978,0.02174
351.0,0.03661
351.018,0.03059
351.042,0.03576
351.06,0.01707
351.14,0.06828
351.162,0.06523
351.18,0.05193
351.216,0.32398
351.256,-0.03895
351.3,0.08859
351.32,0.07394
351.362,0.02655
351.382,0.03558
351.4,0.03827
351.438,0.01649
351.462,0.0469
351.5,0.08607
351.542,-0.00889
351.56,-0.02066
351.58,-0.01887
351.6,-0.01204
351.622,-0.00485
351.64,0.01006
351.662,0.01276
351.682,0.0142
351.702,0.01995
351.72,0.01343
351.742,0.01855
351.76,0.01819
351.798,-0.01806
351.822,-0.05144
351.86,0.06271
351.88,0.06011
351.9,0.05193
351.922,0.0434
351.952,0.36329
352.024,0.0872
352.038,0.09407
352.058,0.0619
352.098,0.03342
352.118,0.04155
352.138,0.02987
352.156,0.02075
352.182,0.03805
352.22,0.09146
352.236,0.08823
352.302,-0.03199
352.322,-0.01977
352.342,-0.00701
352.36,-0.00445
352.38,-0.00665
352.4,-0.00404
352.42,0.0022
352.44,0.00449
352.46,0.01936
352.484,0.02331
352.5,0.02695
352.536,-0.01226
352.56,-0.04151
352.602,0.065
352.62,0.05948
352.64,0.05948
352.658,0.05458
352.686,0.36805
352.726,-0.11653
352.764,0.06923
352.78,0.07835
352.84,0.04205
352.86,0.04196
352.88,0.02516
352.902,0.02327
352.942,0.0743
352.962,0.07897
353.04,-0.01222
353.08,0.00139
353.12,0.01348
353.142,0.01788
353.16,0.02538
353.184,0.02309
353.202,0.04155
353.22,0.03742
353.24,0.01114
353.262,-0.0257
353.302,0.08145
353.32,0.08068
353.342,0.07637
353.39,0.32115
353.422,-0.00175
353.432,-0.03774
353.46,0.10714
353.48,0.1124
353.52,0.05894
353.544,0.05481
353.56,0.05099
353.58,0.04811
353.598,0.0305
353.624,0.05445
353.66,0.08419
353.7,0.0429
353.718,0.01096
353.738,0.00135
353.778,0.01033
353.8,0.02691
353.862,0.05894
353.88,0.06622
353.902,0.06357
354.0,0.0854
354.022,0.08729
354.04,0.08001
354.082,0.33364
354.12,-0.0119
354.16,0.08657
354.24,0.03877
354.26,0.03347
354.28,0.02138
354.302,0.03091
354.344,0.08302
354.36,0.09982
354.44,-0.03823
354.458,-0.03859
354.482,-0.02471
354.5,-0.01523
354.524,-0.01204
354.544,-0.00409
354.56,0.00683
354.582,0.00234
354.602,0.00629
354.624,-0.03068
354.7,0.04456
354.718,0.04236
354.74,0.03455
354.776,0.30817
354.816,-0.07484
354.86,0.06738
354.902,0.03904
354.92,0.03522
354.942,0.05427
354.982,0.02228
355.0,0.02821
355.022,0.04784
355.042,0.07754
355.06,0.07996
355.12,-0.03387
355.14,-0.03526
355.16,-0.02278
355.18,-0.02013
355.204,-0.01271
355.22,-0.01119
355.24,-0.01491
355.262,-0.01078
355.28,-0.00952
355.382,0.06285
355.402,0.04744
355.426,0.03396
355.458,0.37299
355.5,-0.10638
355.542,0.08369
355.582,0.04313
355.602,0.03001
355.62,0.02498
355.642,0.02444
355.662,0.01083
355.682,0.02071
355.722,0.06002
355.742,0.065
355.842,-0.03625
355.906,-0.02623
355.962,0.0049
356.062,0.05588
356.082,0.06101
356.102,0.05265
356.122,0.04906
356.144,0.29811
356.186,-0.08715
356.222,0.07421
356.24,0.08657
356.3,0.01887
356.32,0.02282
356.342,0.01123
356.362,-0.00319
356.382,0.01078
356.422,0.04632
356.44,0.0358
356.46,0.00597
356.5,-0.01509
356.522,-0.00314
356.542,0.00314
356.562,0.00952
356.584,0.02331
356.602,0.02462
356.622,0.04115
356.642,0.01716
356.72,0.09003
356.74,0.08877
356.762,0.09829
356.798,0.25476
356.828,0.04632
356.84,0.0093
356.882,0.11806
356.9,0.11914
356.922,0.10382
356.94,0.11734
356.96,0.12646
357.002,0.10265
357.044,0.134
357.062,0.14968
357.082,0.14681
357.12,0.11123
357.144,0.09807
357.162,0.09807
357.204,0.13832
357.222,0.16419
357.262,0.2004
357.28,0.19353
357.3,0.17956
357.362,0.23809
357.38,0.24097
357.398,0.23279
357.422,0.22084
357.446,0.45049
357.484,0.12511
357.522,0.21882
357.542,0.21442
357.604,0.14663
357.62,0.13171
357.64,0.1022
357.664,0.09515
357.678,0.09375
357.702,0.11711
357.724,0.12682
357.74,0.111
357.762,0.07583
357.78,0.06595
357.804,0.05912
357.844,0.04784
357.86,0.05207
357.88,0.05305
357.904,0.04672
357.944,0.00606
358.022,0.10867
358.04,0.11356
358.092,0.35669
358.134,-0.00553
358.162,0.12008
358.178,0.11285
358.26,0.0208
358.3,-0.0097
358.342,-0.01213
358.366,-0.01146
358.38,-0.01622
358.424,-0.08351
358.44,-0.10094
358.486,-0.07309
358.58,0.27708
358.62,0.15341
358.662,0.20013
358.722,0.0942
358.752,0.28198
358.792,-0.08657
358.822,-0.01635
358.902,-0.12875
358.982,-0.20745
359.022,-0.16217
359.044,-0.16657
359.06,-0.17974
359.082,-0.18005
359.142,-0.20462
359.182,-0.21594
359.224,-0.19052
359.26,-0.19851
359.322,-0.1022
359.344,-0.10319
359.382,-0.11325
359.406,0.08994
359.44,-0.17843
359.482,-0.11208
359.502,-0.10278
359.564,-0.07938
359.58,-0.07835
359.6,-0.08068
359.622,-0.09753
359.642,-0.09488
359.684,-0.0615
359.744,-0.0677
359.764,-0.06968
359.784,-0.06828
359.804,-0.05669
359.844,-0.05822
359.88,-0.03666
359.904,-0.02722
359.926,-0.04358
360.006,0.0699
360.024,0.0748
360.08,0.28683
360.12,-0.00845
360.166,0.08073
360.182,0.06932
360.202,0.05359
360.222,0.0385
360.244,0.04717
360.284,0.02228
360.304,0.02102
360.324,0.02588
360.36,0.04928
360.404,0.01181
360.424,0.02004
360.446,0.02215
360.482,0.03014
360.504,0.03158
360.522,0.03329
360.542,0.04187
360.564,0.03612
360.602,0.04906
360.624,0.01357
360.702,0.09937
360.722,0.08697
360.778,0.32978
360.818,-0.00189
360.866,0.14699
360.88,0.14627
360.92,0.1655
360.944,0.16401
361.006,0.0801
361.022,0.07929
361.044,0.09299
361.064,0.08248
361.104,0.0535
361.14,0.04057
361.166,0.03711
361.182,0.03571
361.202,0.04151
361.222,0.02583
361.242,0.01581
361.262,0.0133
361.304,0.03194
361.34,-0.01577
361.366,-0.06487
361.422,0.05517
361.444,0.04771
361.46,0.04007
361.494,0.2544
361.526,-0.04942
361.536,-0.04349
361.564,0.04308
361.622,0.0133
361.644,0.01101
361.66,0.01298
361.68,-0.00373
361.7,-0.0142
361.722,-0.00894
361.744,0.01671
361.762,0.02592
361.784,0.01981
361.804,0.01244
361.822,0.00314
361.846,0.0088
361.862,0.01024
361.886,0.00234
361.92,0.01779
361.942,0.01545
361.962,0.00885
361.984,0.01864
362.002,0.03553
362.024,0.03176
362.044,0.03706
362.064,0.01015
362.146,0.07215
362.164,0.06352
362.182,0.06163
362.222,0.3256
362.262,-0.03194
362.304,0.08935
362.362,0.03634
362.384,0.04025
362.402,0.02727
362.442,0.01177
362.464,0.01402
362.484,0.04299
362.504,0.04784
362.544,0.01536
362.562,0.00557
362.582,0.01779
362.604,0.01181
362.624,0.01388
362.646,0.01208
362.664,0.01914
362.704,0.01406
362.722,0.01406
362.746,0.00687
362.762,0.00952
362.782,0.01181
362.804,0.00773
362.824,-0.00553
362.842,-0.02799
362.902,0.05301
362.922,0.04865
362.942,0.05314
362.962,0.04578
362.996,0.29919
363.036,-0.08881
363.086,0.06101
363.122,0.01424
363.16,0.01303
363.182,0.00359
363.224,-0.02902
363.244,-0.01563
363.282,0.0261
363.304,0.01249
363.324,-0.00687
363.344,-0.00341
363.364,9e-05
363.382,0.00247
363.404,0.0142
363.424,0.00979
363.446,0.00265
363.466,0.01244
363.486,0.01815
363.504,0.02871
363.542,0.03684
363.562,0.03612
363.582,0.03944
363.604,0.01083
363.682,0.05588
363.702,0.04986
363.722,0.0442
363.76,0.33225
363.8,-0.05606
363.844,0.06132
363.866,0.04016
363.906,0.00656
363.926,0.00984
363.944,0.01155
363.966,-0.00216
363.984,0.00319
364.004,0.01617
364.046,0.04632
364.086,0.00377
364.102,0.0027
364.126,0.00234
364.16,0.00764
364.184,0.01986
364.204,0.01146
364.224,0.02763
364.244,0.01905
364.266,0.02471
364.284,0.03756
364.326,0.06617
364.344,0.07736
364.444,0.09488
364.464,0.07543
364.484,0.06357
364.524,0.3274
364.564,-0.03863
364.604,0.07578
364.62,0.07062
364.666,0.03365
364.68,0.03401
364.726,0.00898
364.764,0.0013
364.806,0.03279
364.822,0.01878
364.842,-0.00072
364.862,-0.00836
364.884,-0.01119
364.906,-0.01357
364.926,-0.00544
364.948,-0.00229
364.964,0.00593
364.986,0.0088
365.004,0.00952
365.044,0.02534
365.064,0.02143
365.162,0.05647
365.184,0.05961
365.246,0.29595
365.286,-0.05301
365.346,0.05916
365.386,0.00521
365.404,0.01563
365.424,0.00988
365.442,-0.00256
365.464,-0.0075
365.482,-0.0097
365.508,-0.00085
365.526,0.01321
365.546,0.01321
365.568,0.00126
365.586,-0.0004
365.604,0.00606
365.626,0.01029
365.642,0.00207
365.664,0.01599
365.682,0.02188
365.704,0.01321
365.728,0.01096
365.742,0.02102
365.762,0.01995
365.788,0.01995
365.804,0.0221
365.902,0.06276
365.924,0.073
365.944,0.06635
365.986,0.35633
366.026,-0.02233
366.064,0.08414
366.084,0.09281
366.104,0.05849
366.124,0.05427
366.146,0.06523
366.164,0.06289
366.188,0.0456
366.206,0.0641
366.226,0.06213
366.248,0.09146
366.264,0.11253
366.306,0.05314
366.324,0.04847
366.344,0.05701
366.364,0.03805
366.384,0.04101
366.406,0.05193
366.424,0.03203
366.466,0.03513
366.486,0.02637
366.506,0.03239
366.526,0.0398
366.544,0.038
366.566,-0.00162
366.626,0.04533
366.646,0.06388
366.664,0.04618
366.682,0.0394
366.722,0.31657
366.762,-0.10117
366.806,0.04164
366.824,0.04259
366.844,0.0097
366.866,0.00521
366.886,0.00526
366.906,-0.00117
366.926,-0.01177
366.946,-0.00364
366.968,0.00822
366.986,0.04043
367.008,0.04452
367.066,-0.01402
367.086,-0.00782
367.106,0.00377
367.126,0.02156
367.144,0.02179
367.164,0.02484
367.186,0.03738
367.208,0.02107
367.224,0.02826
367.246,0.04632
367.266,0.03041
367.284,0.03437
367.302,-0.00611
367.326,-0.04717
367.366,0.0624
367.386,0.07435
367.406,0.06617
367.428,0.06415
367.456,0.32147
367.494,-0.09263
367.524,0.06168
367.544,0.07745
367.562,0.04605
367.606,0.03594
367.626,0.04748
367.646,0.0257
367.664,0.0106
367.69,0.02057
367.704,0.03482
367.726,0.0557
367.744,0.06114
367.764,0.02844
367.786,-0.00863
367.808,-0.00521
367.826,-0.01226
367.848,-0.00449
367.868,0.00323
367.886,0.01442
367.904,0.01433
367.926,0.01676
367.946,0.02408
367.966,0.02691
367.982,0.0243
368.002,-0.01119
368.028,-0.04991
368.068,0.05543
368.084,0.06199
368.104,0.06581
368.156,0.31105
368.198,-0.07709
368.232,0.07277
368.244,0.09133
368.282,0.04546
368.306,0.03711
368.326,0.04371
368.344,0.03095
368.364,0.01837
368.384,0.02965
368.404,0.03832
368.426,0.0575
368.446,0.06455
368.464,0.03324
368.486,0.00341
368.504,0.00328
368.524,-0.00229
368.546,0.0009
368.564,0.01891
368.586,0.01348
368.604,0.02022
368.626,0.01815
368.646,0.02156
368.668,0.01671
368.686,0.02197
368.708,-0.01765
368.788,0.06963
368.804,0.0712
368.826,0.0602
368.862,0.31203
368.902,-0.05409
368.948,0.09762
368.964,0.07906
